accuracy,completeness,reasoning,model,evalModel
100,95,"The summary is highly accurate in its reporting of the core conflict and the context provided in the article. It captures all essential factual claims, including the denials from the former presidents' camps and the background of Trump's statements. The only minor detail omitted is the specific setting of the second time he mentioned the story (the Oval Office task force announcement), but this does not detract from the overall completeness of the summary.",gemma3:4b,gemini-3.1-flash-lite-preview
100,100,"The summary and the included key points are highly accurate, precisely reflecting the content of the article. It covers all essential details, including the central claim made by the President, the formal denials from representatives of the four living former presidents, the refusal to name the individual, and the context of the secondary announcement regarding the fraud task force.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the core findings of the study. It covers the methodology, the distinction from modern bird incubation, and the role of sunlight. It is nearly complete, missing only the specific mention of the genus Heyuannia huangi, which provides helpful context on which specific oviraptor was modeled.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core narrative. It includes all essential factual claims. It is missing only minor context, such as the specific setting of the Kennedy Center meeting or the specific timing of the inauguration, which do not detract from the overall completeness of the report.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core facts presented in the article. It maintains neutrality and correctly identifies the regional differences in weather patterns. It is very complete, though it misses the specific detail about the potential for earliest-on-record 100-degree temperatures in the Desert Southwest, which was a minor nuance in the original text.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary accurately captures the core arguments and facts presented in the article regarding market volatility, reformulation strategies, and consumer reaction. It covers the essential points, including the perspective of Brad Reese and the analysis from economist Alexis Villacis. It is highly complete, though it omits the minor detail regarding the specific regulatory thresholds (15% vs 20% cocoa) that differentiate ‘chocolate’ from ‘chocolate flavor’ in the US versus the UK, which is a secondary detail.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core objectives and technical nature of the project perfectly. It is nearly complete, missing only the specific mention of the Milk-V Duo hardware device as a testing platform, which is a minor detail compared to the broader regulatory focus.",gemma3:12b,gemini-3.1-flash-lite-preview
100,100,"The summary accurately captures the core claim of the article and includes all pertinent supporting details, such as the context of Trump's remarks, his refusal to name the individual, and the subsequent denials from all living former presidents. The key points are comprehensive and reflect the information provided in the original text without introducing bias or inaccuracies.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core of the article effectively. It is almost entirely complete, with only a minor discrepancy regarding the death date year mentioned in the summary's text versus the article's provided information, though this does not detract from the overall quality of the summary.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core tension between cocoa market volatility and the corporate trend of ingredient reformulation. It correctly identifies the primary actors, the economic drivers, and the consumer backlash. It is slightly less than 100% complete as it omits the broader industry context regarding ethical labor concerns and shifting global supply origins (like Ecuador and Indonesia), though it covers all essential elements of the article's main narrative.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core findings regarding the experimental methodology and the conclusions about oviraptor incubation. It captures the essential points well. It misses minor specific details, such as the mention of the specific species Heyuannia huangi and the exact temperature differences noted in the study, but for a general summary, it is very complete.",magistral:24b,gemini-3.1-flash-lite-preview
95,95,"The summary is highly accurate and captures the core details of the article well. The only minor discrepancy is a slight misinterpretation in the first point where it suggests Fonda felt Streisand shouldn't have received credit, rather than simply expressing a preference to have been the one to deliver the tribute herself. Otherwise, the summary is comprehensive and captures all essential facts.",qwen3.5:9b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly captures the core narrative of the article, including the disputed claim and the rebuttals from the former presidents' representatives. It is nearly complete, missing only the minor detail that Trump explicitly ruled out George W. Bush during a later press interaction, but this does not detract from the overall integrity of the summary.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly captures the main narrative of Brad Reese's critique, the economic reasons for cocoa reformulation, and the regulatory context provided in the article. It is nearly complete, missing only minor details such as the mention of lab-grown alternatives like 'ChoViva' or the specific mention of the ethical sourcing/labor issues which were secondary context in the piece. Overall, it captures all the essential information effectively.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the core findings of the study. It is nearly complete, missing only minor details such as the specific temperature variations (11 vs 1 degree Fahrenheit) that the researchers observed during their testing, though these omissions do not detract from the main conclusion.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly reflecting the information provided in the article and its tone. It is nearly complete, covering the primary meteorological causes and regional forecasts effectively; it omits only minor details like the specific cities mentioned in the West, but this does not significantly impact the overall quality of the summary.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary and points are highly accurate and reflect the core arguments and events described in the article. The completeness is excellent, covering the main quote, the backlash from families and media, the pressure on allies, and the specific threats regarding NATO and China. It only narrowly misses a minor detail regarding specific countries' responses (such as the refusals from Australia, France, and Japan), but otherwise captures the essence and breadth of the report effectively.",gemma3:4b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and correctly captures the core contradiction in President Trump's statements. It captures all major factual points, including the specific reasoning behind his comments regarding domestic oil and the geopolitical backlash from international allies. The completeness is slightly impacted by omitting the specific context regarding the death of U.S. service members, which was a significant point of emotional and political backlash noted in the text, but the overall summary remains comprehensive.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
100,100,"The summary and the included key points are highly accurate, precisely reflecting the findings and methodology described in the original article. It captures all critical information, including the species studied, the experimental setup, the findings regarding temperature regulation, and the conclusion about incubation strategy, without omitting any major details.",nemotron-3-nano:4b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core of the article well. The slight deduction in accuracy is due to a minor typo in the summary where the film 'Two People Exchanging Saliva' is spelled 'Two People Exchanging Salivia'. The completeness is high, covering the primary event, the context of past ties, and the reaction of the participants.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,100,"The summary provides a highly accurate and comprehensive overview of the article. It correctly identifies the purpose of the project, the technical details of the implementation, the specific legal concerns driving the protest, and the future roadmap, including the specific plans for 2026.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly relaying Trump's claims and the subsequent denials from representatives of all four living former presidents. It captures the essential details of the reported events and the context of the claims. The completeness is nearly perfect, with the only minor exclusion being the specific date the four presidents last met (the inauguration), which is not central to the main point of the article.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the main themes of the article effectively. It covers the economic, environmental, and corporate motivations behind the reformulation of chocolate products. It is nearly complete, missing only minor details like the specific mention of alternative ingredients like lab-grown options (ChoViva) or the distinction in US labeling laws versus European ones, but these omissions do not detract from the core message of the piece.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies all key factual points from the article. It captures the essence of the controversy and the geopolitical context effectively. It is almost completely comprehensive, missing only minor details like the specific quote regarding Luxembourg's stance on 'blackmail,' which does not detract from the overall integrity of the summary.",gpt-oss:20b,gemini-3.1-flash-lite-preview
95,90,"The summary accurately captures the main points of the article and the nature of the interaction between Fonda and Streisand. It is highly accurate regarding the factual claims, although it slightly simplifies Redford's legacy by attributing the defense of freedom of the press as a point Fonda noted, whereas the article attributes that specific quote to Streisand's speech. The completeness is high, covering the event, the actors involved, and the background relationship, missing only the specific details of the filmography mentioned in the text.",qwen3.5:2b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies all major points, including the specific changes to the list, the advisory level, and the CDC's recommendations. It captures the essence of the polio information and the scope of other CDC advisories. The completeness score is slightly less than perfect only because it omitted the specific booster shot recommendations for adults, which were a notable detail in the original text.",magistral:24b,gemini-3.1-flash-lite-preview
95,100,"The summary is highly accurate and captures all the essential details of the article. There is a minor discrepancy regarding the date of Robert Redford's death: the summary states September 2025, while the article specifies September of the 'previous year' from a March 2026 date (implying 2025 is correct, though the text says 'September last year'). The summary is comprehensive and covers all key factual claims, including the films, the nature of the tributes, and the context of the Oscars.",gpt-oss:20b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in its representation of the article's core arguments and facts, including the origin of the monkeys and the conflict between scientific and public perspectives. There is a minor inaccuracy in the attribution of a quote: the summary attributes 'Could you shoot a monkey?' to 'Simon Berfield', while the article correctly attributes it to Dan Simberloff. It is quite complete, though it misses some granular details like the specific scientific studies regarding the monkeys' DNA origin and the exact number of monkeys found in the 1995 study (36).",gemma3:4b,gemini-3.1-flash-lite-preview
100,100,"The summary and the provided points capture all the essential factual claims of the article, including the primary allegation, the subsequent denials from all living former presidents, and the additional context regarding the specific events mentioned (the Kennedy Center meeting and the fraud task force announcement). It accurately reflects the conflicting accounts without introducing bias or omitting critical details.",gpt-oss:20b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the main points well. It incorrectly states that both Kumail Nanjiani and Conan O'Brien presented the award, whereas the text clarifies that Nanjiani presented it and O'Brien made a joke afterward. It is very complete regarding the event and historical context.",qwen3.5:9b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in its reporting of Fonda's playful remarks and the context of the tribute. It correctly identifies the number of collaborations for each actress. It is very complete, though it slightly misattributes the 'intellectual cowboy' quote; the article clarifies that Streisand actually said that phrase during her tribute speech, not Fonda. Aside from that minor attribution detail, the summary is excellent.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the core purpose and technical nature of the Ageless Linux project. It captures all major factual points provided in the article. It is nearly complete, missing only the specific mention of California's Digital Age Assurance Act as the primary example of the legislation being challenged, which would have added minor context to the motivation.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core narrative, the reasoning behind the industry changes, and the perspectives involved. It covers the essential points well. It is only slightly lacking in completeness because it omits minor details like the specific mention of lab-grown alternatives like 'ChoViva' or the specific mention of other brands like 'Tony's Chocolonely', though these are secondary to the main focus on Hershey's and the market dynamics.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core arguments and technical details regarding the Ageless Linux project. It effectively synthesizes the intent of the project, the underlying legal concerns, and the future roadmap. It is only missing minor details, such as the specific mention of 'Debian 13' as the base for the current project, but this does not detract from the overall quality of the summary.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly identifying the project's purpose, technical implementation, and goals. It captures the key facts, including specific hardware examples and legislative context. It is nearly complete, missing only the specific mention of the third quarter of 2026 for the planned releases, but otherwise provides an excellent overview of the article.",nemotron-3-nano:4b,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all the essential details of the original article. It covers the causes of weather volatility, regional forecasts for both the East and West, and the scientific context provided in the text. Every point is supported by the article, and no information is omitted or misrepresented.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the central conflict of the article well. It is very complete, covering the core claim, the denials from former presidents, and relevant context such as Trump's stance on Iran and his specific comments regarding other presidents. It misses only minor details regarding the specific events where these claims were made, but this does not detract from the overall completeness.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly synthesizing the meteorological explanations and regional forecasts provided in the article. It is nearly complete, missing only the brief mention of the long-term potential wildfire and water supply concerns resulting from the Western heatwave, but otherwise covers all primary information and key factual points.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core information, including the additions and removals from the advisory list and the CDC's health recommendations. It captures the essential points very well. It misses minor details such as the specific list of symptoms for polio or the specific vaccination schedule details for those completely unvaccinated, but these omissions do not significantly detract from the overall usefulness or accuracy of the summary.",gemma3:12b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the main points of the article effectively. The only minor nuance is that the article states the US threshold for 'chocolate' is 15%, but the summary and points characterize this as the requirement for 'milk chocolate', whereas the regulation specifically concerns the definition of 'chocolate' or 'chocolate candy' products. The summary is very complete, covering the specific case study of Brad Reese, the industry economic context, and the regulatory framework.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,100,"The summary provides a highly accurate and comprehensive account of the article. It effectively captures the central claim, the subsequent denials from the former presidents' representatives, the context of Trump's statements, and the secondary detail regarding the new task force announcement. All key factual points are correctly identified and represented.",qwen3.5:9b,gemini-3.1-flash-lite-preview
60,65,"The summary contains several significant factual errors. It misattributes quotes and positions; for example, it claims scientist Nuñez supports the monkeys being beneficial, when the text clearly shows he maintains a critical view of nonnative species. It also incorrectly states that there are 37,000 potential vervet monkeys 'in the area' (Dania Beach), when the text uses that number to illustrate a population explosion on the island of St. Kitts. While it captures the general theme of the article, the misattribution of viewpoints and misunderstanding of statistical data significantly impact its accuracy.",qwen3.5:2b,gemini-3.1-flash-lite-preview
80,90,"The summary is mostly accurate, but it incorrectly attributes the 'intellectual cowboy' quote to Jane Fonda in the points section, when the article clearly states that Barbra Streisand said this during her speech. The summary captures the essence of the event and the sentiments of the actresses well.",gemma3:12b,gemini-3.1-flash-lite-preview
95,100,"The summary is highly accurate and comprehensive, capturing the study's methodology and key findings. There is one minor factual error: the summary describes the dinosaurs as 'late-Jurassic,' whereas the article correctly identifies them as living 70 to 66 million years ago, which is during the Cretaceous period.",gpt-oss:20b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in its representation of the article's core concepts and factual claims. It covers the primary meteorological causes and the specific regional differences between the East and West. It is penalized slightly for completeness because it incorrectly states that the West will remain hot throughout 'late April', whereas the article specifies 'late in the month' of March and mentions a pattern forecast through the first week of April.",gemma3:4b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core tension between conservationists and invasive species experts well. It correctly identifies the monkeys' origins, the community's positive perception, and the scientific debate. It is slightly less than 100% complete as it omits specific historical details like the 1947 escape from the biomedical research facility and the specific scientific research methodology used (DNA fecal analysis), but it covers all major thematic points sufficiently for a general summary.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core message, the economic context, and the specific case study involving Brad Reese perfectly. It misses only minor secondary details, such as the mention of specific competitors like Nestlé or the future outlook for cocoa supply chains in regions like Ecuador and Indonesia, but these omissions do not detract from the summary's overall quality.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the nature, goals, and technical components of the project. It captures the essence of the protest and the specific regulatory concerns mentioned. It is nearly complete, missing only the specific timeline detail that the future releases are expected in the third quarter of 2026, though it correctly notes the year 2026.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the core conflict between Trump's statement and the denials from former presidents. It captures all essential points, though it omits the specific detail that Trump explicitly ruled out George W. Bush as the mystery individual, which adds a minor layer of context provided in the original text.",qwen3.5:2b,gemini-3.1-flash-lite-preview
100,100,"The summary accurately captures the core controversy and the subsequent denials from the former presidents' representatives. It includes all essential factual claims, provides necessary context about Trump's relationship with the former presidents, and maintains a neutral, objective tone that matches the original article.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core facts presented in the article correctly. It is nearly complete, missing only the minor detail regarding the nuance of the 1932 best actor 'tie,' which the article clarifies was not a true tie based on vote counts. Given the focus of the article is the 2026 event, this omission does not significantly detract from the overall quality.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,95,"The summary accurately captures the core issue, the economic drivers, and the consumer perspective presented in the article. It is highly complete, covering the specific product concerns, market volatility, industry strategies like shrinkflation and reformulation, and the role of regulations. It only narrowly misses the mention of specific alternatives mentioned late in the article, such as lab-grown 'chocolate' or specific premium brands, but otherwise provides a comprehensive overview.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly captures all the primary information provided in the source text. It is extremely complete, though it misses a minor detail regarding the specific recommended timeline for the three-dose vaccination series for adults who have not been vaccinated, which was mentioned in the original article.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
0,0,"The provided summary is empty. As there is no content to evaluate, both the accuracy and completeness scores are zero because no information from the article was summarized.",qwen3.5:2b,gemini-3.1-flash-lite-preview
100,90,"The summary is highly accurate and captures all the core facts of the event. It is missing the specific detail regarding the 2013 tie mentioned in the text, which is an important piece of historical context for the 'seventh tie' claim, but otherwise covers the event and reaction thoroughly.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all essential details regarding the 2026 Oscar tie. It is nearly complete, missing only the specific mention of the 1950 and 1987 documentary ties in the listed points, but it effectively covers the core event, historical context, and the nature of previous ties discussed in the article.",gemma3:12b,gemini-3.1-flash-lite-preview
95,80,"The summary is highly accurate in reflecting the sentiments and facts presented in the article regarding ingredient substitution. It is mostly complete but misses the significant context regarding why companies are doing this—specifically the global cocoa market volatility caused by climate change in West Africa, which the article cites as a primary driver alongside corporate profit motives. Including that nuance would have provided a more balanced view of the industry's situation.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, effectively synthesizing the meteorological explanations and regional forecasts provided in the article. It captures all critical information, including the causes of the Eastern storm tracks, the Western heat dome, and the potential implications of climate change. The completeness is nearly perfect, with only minor details regarding specific minor regional precipitation patterns being omitted, which does not detract from the overall quality.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all essential factual details from the article, including the specific comments made by Fonda, the context of the Oscars tribute, and the collaborative history between the actors. It correctly identifies the key points of the narrative without any distortions or errors.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,100,"The summary and the key points provided are highly accurate and align perfectly with the content of the article. It captures all essential details, including the core claim, the denial from the former presidents' camps, the context of Trump's broader rhetoric, and the secondary event regarding the fraud task force.",gpt-oss:20b,gemini-3.1-flash-lite-preview
85,90,"The summary is generally strong and captures the core tension between scientific classification and public sentiment. However, there are minor accuracy errors: the text states the monkeys escaped from a biomedical research/zoo facility associated with a relative of Teddy Roosevelt, not a movie set as mentioned in the summary. Additionally, the summary states they were imported to Barbados before Florida, whereas the text identifies their origin as West Africa via the biomedical facility, with a separate mention of their species being present in the Caribbean. Otherwise, the key points are well-represented.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all the essential details of the article, including the specific changes to the CDC travel list, the medical context regarding the virus, and the current state of other travel advisories. It correctly identifies the core recommendations for travelers and accurately reflects the tone and content of the source material.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
85,80,"The summary is accurate in its reporting of the scientific context and the ongoing local debate surrounding the Dania Beach vervet monkeys. It correctly identifies their non-native status and the lack of evidence currently classifying them as invasive. However, the summary is written from a subjective, first-person perspective that differs from the objective journalistic tone of the source article. It also omits some specific historical details found in the article, such as the specific origin story involving the biomedical research zoo founded by Leila Roosevelt Denis and the details of the 1947 escape.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,100,"The summary and the points provided are highly accurate and align perfectly with the source article. It captures all essential details, including the primary conflict, context of the tribute, the specific films mentioned, and the sentiments expressed by both actresses without omitting significant information.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and adheres strictly to the information provided in the source text. It captures the essential details of the CDC's travel advisory updates, vaccination recommendations, and the nature of the virus. The completeness score is slightly less than 100 only because it omits specific details about polio symptoms, which were mentioned in the article, although this does not detract from the summary's core focus on the travel advisory.",qwen3.5:9b,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate, correctly identifying the core scientific study, the methodology used by the researchers, and the key conclusions regarding the dual role of solar and body heat in oviraptor incubation. It includes all major factual claims from the article and provides a comprehensive overview of the context, the experimental setup, and the final synthesis of the findings.",qwen3.5:9b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core tension between scientific concerns about non-native species and the human emotional connection to the Dania Beach vervet population. It correctly identifies the history of the colony, the researchers involved, and the ecological debate. It slightly misses the specific origin story (the biomedical research facility escape), which is a significant detail in the article, but otherwise, it provides a comprehensive overview of the situation.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the central thesis and scientific methodology of the study. It covers all essential details, including the species name, the model construction, the role of environmental factors like sunlight, and the contrast with modern bird incubation. It is only slightly less than perfect in completeness because it omits the specific species name (Heyuannia huangi) in the summary text, though this is a minor detail in the context of the overall findings.",gemma3:12b,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and adheres strictly to the facts provided in the source article. It captures all critical information, including the species studied, the experimental methodology, the specific findings regarding heat distribution, and the conclusion that these dinosaurs used a unique combination of parental and solar heat. No important details were omitted.",qwen3.5:27b,gemini-3.1-flash-lite-preview
95,85,"The summary is highly accurate in representing the key arguments and scientific perspectives presented in the article. It captures the tension between the ecological concerns and the local affection for the monkeys. However, it is slightly incomplete as it omits the specific historical origin of the colony (the 1947 escape from a biomedical research center), which is a significant portion of the article's narrative arc.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core points, including the context of the Iran conflict and the specific controversies surrounding Trump's contradictory statements. It captures the essence of both the diplomatic pressures and the domestic backlash. It is nearly complete, missing only minor details such as the specific mentions of other nations (e.g., Japan, Australia) that refused to send warships, but this does not detract from the overall quality of the summary.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the contradictory nature of Trump's comments as reported in the article. It covers all major points, including the backlash from the public, the responses of international allies, and the specific impact on U.S. service members. It is nearly perfect in completeness, omitting only minor details regarding the specific quotes from individual foreign officials like Xavier Bettel, which does not detract from the core narrative.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,100,"The summary and the included points are factually accurate, capturing the technical nature of the project and its protest-driven goals. It thoroughly covers all key details provided in the article, including the motivation, technical implementation, and future roadmap, without omitting any significant information.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core findings regarding oviraptor incubation. It includes all essential factual points, such as the methodology of the nest model and the specific temperature findings. It is nearly complete, missing only the specific mention of the dinosaur species Heyuannia huangi, which is a minor detail that does not significantly detract from the overall quality.",qwen3.5:2b,gemini-3.1-flash-lite-preview
100,100,"The summary provides a highly accurate and comprehensive reflection of the original article. It covers all major points, including the seasonal nature of the weather, the meteorological mechanics behind the temperature shifts, the specific impacts on different US regions, and the potential long-term climate implications mentioned by the source.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, capturing the core sentiment and facts of the article perfectly. It is very complete, though it misses the specific detail of Fonda's quote regarding Redford's 'backbone' and his advocacy for the environment and press freedom, which were highlighted as part of Streisand's tribute speech. Overall, it is an excellent summary.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core narrative, the specific catalyst (Brad Reese), and the broader economic context provided by the article. It effectively synthesizes the viewpoints of the various actors mentioned. It is nearly complete, missing only minor details regarding specific competitor brands mentioned in the article, which does not detract from the overall quality of the summary.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core scientific findings of the article without error. It is nearly complete, though it could have been improved by explicitly mentioning the specific study species (Heyuannia huangi) and the context that this differs from the thermoregulatory contact incubation used by modern birds, which is a key technical detail in the text.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary accurately reflects the key events and arguments presented in the article. It captures the essence of Trump's contradictory stance, the international response, and the human cost of the conflict. The only minor detail omitted is the specific mention of the refueling tanker crash involving the airmen, though the broader context of service member deaths is included.",gemma3:12b,gemini-3.1-flash-lite-preview
95,85,"The summary is highly accurate in representing the core arguments and factual findings of the article. It misses a few contextually significant details, such as the specific reasons for the cocoa market volatility (climate crisis in Ghana and Cote d'Ivoire) and the distinction between US and EU regulations regarding the definition of chocolate, which were key supporting elements in the article.",qwen3.5:27b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly reflecting the article's core explanations for both the Eastern and Western weather patterns. It captures all major factual claims, including the atmospheric mechanics behind the shifts and the long-range outlook. It is nearly complete, missing only the specific mention of potential wildfire risks and water supply concerns associated with the Western heat dome, but otherwise covers all key points effectively.",magistral:24b,gemini-3.1-flash-lite-preview
100,95,"The summary accurately captures the core purpose and technical basis of the Ageless Linux project. It correctly reflects the project's motivations, methods of protest, and future roadmap. The completeness is high, covering all essential factual claims including the legal arguments and the specific expansion plans. The only minor omission is the specific mention of the Milk-V Duo hardware device, though its omission does not significantly detract from the overall understanding of the project's goals.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly relaying the key events and Fonda's humorous comments. It is very complete, though it misses the specific detail that Fonda noted Redford had an uncredited role in her very first film, which technically means they were in five films together according to the article's text, though the distinction is minor.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's content regarding the CDC's polio advisory updates and recommendations. It is nearly complete, capturing all essential details including the specific countries added/removed, the basis for the advisory, and vaccination recommendations. It only narrowly misses the additional context provided about other non-polio travel advisories, which is minor in the context of the primary topic.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly synthesizing the core themes of the article including the monkeys' origins, the public sentiment, and the ecological debate. It captures all key factual claims, such as the population size, the origin story from the biomedical research center, and the specific arguments from both proponents like Missy Williams and skeptics like Martin Nuñez. It is nearly complete, missing only minor details such as the specific mention of the 1947 escape event or the distinction between the species classification (Chlorocebus sabaeus), but these omissions do not detract from the overall understanding of the text.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,100,"The summary and the extracted points are completely accurate to the provided text. It covers all essential details including the specific countries added and removed, the CDC's reasoning for the list, the specific vaccination recommendations for different groups, and the nature of the polio virus, making it a comprehensive summary.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,90,"The summary is highly accurate and captures the core purpose and technical nature of the project. It is nearly complete, though it omits some specific details mentioned in the article, such as the use of the Milk-V Duo hardware for testing and the plan to use BitTorrent for distribution, which are secondary but notable elements of the project's strategy.",deepseek-r1:14b,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core arguments and narrative of the article well. It correctly identifies the scientific and social dimensions of the debate. However, it slightly misses a specific, interesting detail mentioned in the article: the confirmed origin of the monkeys being escapees from a primate center in 1947, instead generalizing their origin as 'unclear' or 'decades ago' in the body of the summary, despite the article explicitly linking them to the Leila Roosevelt Denis center.",gemma3:12b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly identifying the films, participants, and historical context of the event. It is very complete, covering the main event, the reactions, and providing a helpful breakdown of historical ties. It misses only minor details like specific quotes from the filmmakers, but these do not detract from the overall quality of the summary.",gemma3:4b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly capturing the core contradictions in President Trump's statements and the international response. It includes all major factual claims. The completeness score is slightly reduced only because it omits minor contextual details, such as the specific identity of the airman's family member mentioned in the text, but this does not detract from the overall quality of the summary.",gpt-oss:20b,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly relaying the central conflict between Trump's claims and the denials from the representatives of the former presidents. It includes all essential factual points. It could be slightly more complete by noting that Trump explicitly denied it was George W. Bush when asked, but the summary otherwise captures the core narrative and supporting context perfectly.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all essential details regarding the 2026 Oscar tie. It is nearly complete, though it could have benefited from a brief mention of the historical context provided in the article about the nature of previous ties (like the 1932 'technical' tie) to offer a more thorough summary of the provided text.",glm-4.7-flash:q4_K_M,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core factual elements of the article, including the claim, the denial, and the broader context of Trump's relationships with former presidents. It is nearly complete, missing only the minor detail that the reporter specifically asked about George W. Bush and Bill Clinton, which prompted Trump's further vague remarks, but this does not significantly detract from the overall coverage.",magistral:24b,gemini-3.1-flash-lite-preview
